question_id,question,answer_preview,cluster,rank,chunk_id,policy_name,page,section,match_score,chunk_preview,relevant
q072,What happens if I do not respond to the academic misconduct meeting invitation?,"If you do not respond or provide a written response, the concern will be conside",Academic Integrity/Misconduct,4,ff07300d,Academic Regulations and Policies Handbook 2025 26 English Nov25,98.0,"Where the examiners have recommended that an aegrotat award be made, ",10,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 7.12 Where the examiners have recommended that ,0
q072,What happens if I do not respond to the academic misconduct meeting invitation?,"If you do not respond or provide a written response, the concern will be conside",Academic Integrity/Misconduct,5,6e118b11,COMSC School Handbook 25 26,10.0,,10,holidays)You can also email IT support for non-urgent enquiries. We cannot respond  within one working day. Call us if y,0
q073,What sanctions can the Chair of the Examining Board impose for academic misconduct?,The Chair can: dismiss the concern; require study skills sessions; award a mark ,Academic Integrity/Misconduct,1,4f792163,Academic Misconduct Procedure Taught,6.0,"If the allegation is not substantiated, the panel will dismiss the concern. ",40,"Academic Misconduct Procedure Taught Section 3.11 If the allegation is not substantiated, the panel will dismiss the con",1
q073,What sanctions can the Chair of the Examining Board impose for academic misconduct?,The Chair can: dismiss the concern; require study skills sessions; award a mark ,Academic Integrity/Misconduct,2,dcf88489,Academic Misconduct Procedure Taught,4.0,Refer to the University Academic Integrity Panel who will normally meet ,27,Academic Misconduct Procedure Taught Section .5 Refer to the University Academic Integrity Panel who will normally meet ,1
q073,What sanctions can the Chair of the Examining Board impose for academic misconduct?,The Chair can: dismiss the concern; require study skills sessions; award a mark ,Academic Integrity/Misconduct,3,16b302d3,Academic Misconduct Procedure Taught,4.0,Dismiss the concern. At the Chair's discretion study skills can be ,24,Academic Misconduct Procedure Taught Section .1 Dismiss the concern. At the Chair's discretion study skills can be  plac,0
q073,What sanctions can the Chair of the Examining Board impose for academic misconduct?,The Chair can: dismiss the concern; require study skills sessions; award a mark ,Academic Integrity/Misconduct,4,c7e9e36d,Academic Misconduct Procedure Taught,4.0,The Chair of the Examining Board may refer the case to the University ,21,Academic Misconduct Procedure Taught Section 2.10 The Chair of the Examining Board may refer the case to the University ,0
q073,What sanctions can the Chair of the Examining Board impose for academic misconduct?,The Chair can: dismiss the concern; require study skills sessions; award a mark ,Academic Integrity/Misconduct,5,adfb7bb9,Academic Misconduct Procedure Taught,4.0,Award a mark of 0 for the assessment and require you to complete study ,20,Academic Misconduct Procedure Taught Section .3 Award a mark of 0 for the assessment and require you to complete study  ,0
q074,When can a case be referred to the University Academic Integrity Panel?,The Chair of the Examining Board may refer the case to the Panel where: the sanc,Academic Integrity/Misconduct,1,c7e9e36d,Academic Misconduct Procedure Taught,4.0,The Chair of the Examining Board may refer the case to the University ,55,Academic Misconduct Procedure Taught Section 2.10 The Chair of the Examining Board may refer the case to the University ,1
q074,When can a case be referred to the University Academic Integrity Panel?,The Chair of the Examining Board may refer the case to the Panel where: the sanc,Academic Integrity/Misconduct,2,06ca637a,Academic Misconduct Procedure Taught,3.0,The extent and nature of the concern and whether the case of ,26,Academic Misconduct Procedure Taught Section 2.7.1 The extent and nature of the concern and whether the case of  miscond,1
q074,When can a case be referred to the University Academic Integrity Panel?,The Chair of the Examining Board may refer the case to the Panel where: the sanc,Academic Integrity/Misconduct,3,b133a986,Extenuating Circumstances Procedure for Taught and Undergraduate Students,15.0,,25,Cardiff University Extenuating Circumstances Procedure v2 09/25  Disability  You are disabled under the Equality Act 201,0
q074,When can a case be referred to the University Academic Integrity Panel?,The Chair of the Examining Board may refer the case to the Panel where: the sanc,Academic Integrity/Misconduct,4,cad65109,Extenuating Circumstances Procedure for Taught and Undergraduate Students,3.0,,22,"Cardiff University Extenuating Circumstances Procedure v2 09/25  the University of your circumstances, and to request an",0
q074,When can a case be referred to the University Academic Integrity Panel?,The Chair of the Examining Board may refer the case to the Panel where: the sanc,Academic Integrity/Misconduct,5,074034dc,Extenuating Circumstances Procedure for Taught and Undergraduate Students,18.0,,22,Cardiff University Extenuating Circumstances Procedure v2 09/25  You are not able to  sit/submit an  upcoming  assessmen,0
q075,Who sits on the University Academic Integrity Panel?,The panel is made up of 3 members of academic staff trained in the procedure. An,Academic Integrity/Misconduct,1,62727ca4,Academic Misconduct Procedure Taught,5.0,Stage 2 - University Academic Integrity Panel ,33,Academic Misconduct Procedure Taught Section 3 Stage 2 - University Academic Integrity Panel    3.1 The panel will be ma,1
q075,Who sits on the University Academic Integrity Panel?,The panel is made up of 3 members of academic staff trained in the procedure. An,Academic Integrity/Misconduct,2,b133a986,Extenuating Circumstances Procedure for Taught and Undergraduate Students,15.0,,19,Cardiff University Extenuating Circumstances Procedure v2 09/25  Disability  You are disabled under the Equality Act 201,1
q075,Who sits on the University Academic Integrity Panel?,The panel is made up of 3 members of academic staff trained in the procedure. An,Academic Integrity/Misconduct,3,dcf88489,Academic Misconduct Procedure Taught,4.0,Refer to the University Academic Integrity Panel who will normally meet ,18,Academic Misconduct Procedure Taught Section .5 Refer to the University Academic Integrity Panel who will normally meet ,0
q075,Who sits on the University Academic Integrity Panel?,The panel is made up of 3 members of academic staff trained in the procedure. An,Academic Integrity/Misconduct,4,63baf6e6,Academic Misconduct Procedure Taught,5.0,You must reply within 7 days if you intend to attend. You must send any ,17,Academic Misconduct Procedure Taught Section 3.4 You must reply within 7 days if you intend to attend. You must send any,0
q075,Who sits on the University Academic Integrity Panel?,The panel is made up of 3 members of academic staff trained in the procedure. An,Academic Integrity/Misconduct,5,ead5cf4c,Academic Misconduct Procedure Taught,6.0,The Chair of the Examining Board/Academic Misconduct Investigator (or ,17,Academic Misconduct Procedure Taught Section 3.8 The Chair of the Examining Board/Academic Misconduct Investigator (or  ,0
q076,What is the most severe sanction the Academic Integrity Panel can recommend?,The Panel can recommend to the Vice-Chancellor that the student is excluded from,Academic Integrity/Misconduct,1,222ccbc8,Academic Misconduct Procedure Taught,7.0,Recommend to the Vice-Chancellor that you are excluded from the ,51,Academic Misconduct Procedure Taught Section .8 Recommend to the Vice-Chancellor that you are excluded from the  program,1
q076,What is the most severe sanction the Academic Integrity Panel can recommend?,The Panel can recommend to the Vice-Chancellor that the student is excluded from,Academic Integrity/Misconduct,2,535abdf2,Academic Regulations and Policies Handbook 2025 26 English Nov25,87.0,If a student is prevented by illness or other medical reasons from completing ,17,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 13.1 If a student is prevented by illness or ot,1
q076,What is the most severe sanction the Academic Integrity Panel can recommend?,The Panel can recommend to the Vice-Chancellor that the student is excluded from,Academic Integrity/Misconduct,3,167f2b32,Academic Regulations and Policies Handbook 2025 26 English Nov25,98.0,An Examining Board may recommend to the Awards and Progress ,17,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 8.1 An Examining Board may recommend to the Awa,0
q076,What is the most severe sanction the Academic Integrity Panel can recommend?,The Panel can recommend to the Vice-Chancellor that the student is excluded from,Academic Integrity/Misconduct,4,d2bdf1e3,COMSC School Handbook 25 26,23.0,Requesting a reference ,15,COMSC School Handbook 25 26 Section 10.5 Requesting a reference  If you require a reference for an application for a job,0
q076,What is the most severe sanction the Academic Integrity Panel can recommend?,The Panel can recommend to the Vice-Chancellor that the student is excluded from,Academic Integrity/Misconduct,5,a45846a6,COMSC School Handbook 25 26,36.0,Additional Information for Integrated Degree Students ,15,COMSC School Handbook 25 26 Section 14.11 Additional Information for Integrated Degree Students  The weighting of the MS,0
q077,Will a note of academic misconduct be placed on my record?,"Yes. If a penalty is applied, a note will be placed on your academic record for ",Academic Integrity/Misconduct,1,5224ec0e,Academic Misconduct Procedure Taught,4.0,"The Chair of the Examining Board will confirm their decision to you, in ",47,"Academic Misconduct Procedure Taught Section 2.11 The Chair of the Examining Board will confirm their decision to you, i",1
q077,Will a note of academic misconduct be placed on my record?,"Yes. If a penalty is applied, a note will be placed on your academic record for ",Academic Integrity/Misconduct,2,222ccbc8,Academic Misconduct Procedure Taught,7.0,Recommend to the Vice-Chancellor that you are excluded from the ,47,Academic Misconduct Procedure Taught Section .8 Recommend to the Vice-Chancellor that you are excluded from the  program,1
q077,Will a note of academic misconduct be placed on my record?,"Yes. If a penalty is applied, a note will be placed on your academic record for ",Academic Integrity/Misconduct,3,00267e6f,Academic Misconduct Procedure Taught,3.0,"If you do not respond to the meeting invitation, or provide a written response, ",12,"Academic Misconduct Procedure Taught Section 2.5 If you do not respond to the meeting invitation, or provide a written r",0
q077,Will a note of academic misconduct be placed on my record?,"Yes. If a penalty is applied, a note will be placed on your academic record for ",Academic Integrity/Misconduct,4,1ba3ead2,Academic Misconduct Procedure Taught,5.0,The Secretary will notify the panel members of the details meeting and send ,11,Academic Misconduct Procedure Taught Section 3.5 The Secretary will notify the panel members of the details meeting and ,0
q077,Will a note of academic misconduct be placed on my record?,"Yes. If a penalty is applied, a note will be placed on your academic record for ",Academic Integrity/Misconduct,5,52e50d72,Academic Misconduct Procedure Taught,6.0,The panel will then withdraw to consider all the evidence and make a ,11,Academic Misconduct Procedure Taught Section 3.10 The panel will then withdraw to consider all the evidence and make a  ,0
q078,Can I request a review of an academic misconduct decision?,Yes. You can request a review under the University Review Procedure. The request,Academic Integrity/Misconduct,1,62641412,Academic Misconduct Procedure Taught,8.0,Request for Review ,41,Academic Misconduct Procedure Taught Section 5 Request for Review  will conduct an investigation and submit a report and,1
q078,Can I request a review of an academic misconduct decision?,Yes. You can request a review under the University Review Procedure. The request,Academic Integrity/Misconduct,2,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,27,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q078,Can I request a review of an academic misconduct decision?,Yes. You can request a review under the University Review Procedure. The request,Academic Integrity/Misconduct,3,128103fd,Academic Misconduct Procedure Taught,7.0,The decision of the panel and how to request a review of the decision will be ,20,Academic Misconduct Procedure Taught Section 3.14 The decision of the panel and how to request a review of the decision ,0
q078,Can I request a review of an academic misconduct decision?,Yes. You can request a review under the University Review Procedure. The request,Academic Integrity/Misconduct,4,63baf6e6,Academic Misconduct Procedure Taught,5.0,You must reply within 7 days if you intend to attend. You must send any ,18,Academic Misconduct Procedure Taught Section 3.4 You must reply within 7 days if you intend to attend. You must send any,0
q078,Can I request a review of an academic misconduct decision?,Yes. You can request a review under the University Review Procedure. The request,Academic Integrity/Misconduct,5,52e50d72,Academic Misconduct Procedure Taught,6.0,The panel will then withdraw to consider all the evidence and make a ,18,Academic Misconduct Procedure Taught Section 3.10 The panel will then withdraw to consider all the evidence and make a  ,0
q079,What happens if I am caught cheating during an examination?,You will be allowed to continue with the examination and any other planned exami,Academic Integrity/Misconduct,1,7c003497,Academic Misconduct Procedure Taught,2.0,Examination/ Class Test: where it is alleged that a student cheated ,55,Academic Misconduct Procedure Taught Section 2.1.2 Examination/ Class Test: where it is alleged that a student cheated  ,1
q079,What happens if I am caught cheating during an examination?,You will be allowed to continue with the examination and any other planned exami,Academic Integrity/Misconduct,2,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,19,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,1
q079,What happens if I am caught cheating during an examination?,You will be allowed to continue with the examination and any other planned exami,Academic Integrity/Misconduct,3,b133a986,Extenuating Circumstances Procedure for Taught and Undergraduate Students,15.0,,18,Cardiff University Extenuating Circumstances Procedure v2 09/25  Disability  You are disabled under the Equality Act 201,0
q079,What happens if I am caught cheating during an examination?,You will be allowed to continue with the examination and any other planned exami,Academic Integrity/Misconduct,4,0e3def0a,Academic Regulations and Policies Handbook 2025 26 English Nov25,80.0,If the assessment is submitted more than 24 hours after the ,16,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 7.2 If the assessment is submitted more than 24,0
q079,What happens if I am caught cheating during an examination?,You will be allowed to continue with the examination and any other planned exami,Academic Integrity/Misconduct,5,167f2b32,Academic Regulations and Policies Handbook 2025 26 English Nov25,98.0,An Examining Board may recommend to the Awards and Progress ,16,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 8.1 An Examining Board may recommend to the Awa,0
q080,What is the standard of proof used in academic misconduct decisions?,The Chair of the Examining Board's decision is made on the balance of probabilit,Academic Integrity/Misconduct,1,06ca637a,Academic Misconduct Procedure Taught,3.0,The extent and nature of the concern and whether the case of ,23,Academic Misconduct Procedure Taught Section 2.7.1 The extent and nature of the concern and whether the case of  miscond,1
q080,What is the standard of proof used in academic misconduct decisions?,The Chair of the Examining Board's decision is made on the balance of probabilit,Academic Integrity/Misconduct,2,2807c508,Academic Regulations and Policies Handbook 2025 26 English Nov25,88.0,Posthumous Awards - Taught Programmes ,16,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 14 Posthumous Awards - Taught Programmes    14.,1
q080,What is the standard of proof used in academic misconduct decisions?,The Chair of the Examining Board's decision is made on the balance of probabilit,Academic Integrity/Misconduct,3,5224ec0e,Academic Misconduct Procedure Taught,4.0,"The Chair of the Examining Board will confirm their decision to you, in ",14,"Academic Misconduct Procedure Taught Section 2.11 The Chair of the Examining Board will confirm their decision to you, i",0
q080,What is the standard of proof used in academic misconduct decisions?,The Chair of the Examining Board's decision is made on the balance of probabilit,Academic Integrity/Misconduct,4,a5b24c46,Academic Regulations and Policies Handbook 2025 26 English Nov25,87.0,An Examining Board recommending the award of an Aegrotat award must ,13,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 13.2 An Examining Board recommending the award ,0
q080,What is the standard of proof used in academic misconduct decisions?,The Chair of the Examining Board's decision is made on the balance of probabilit,Academic Integrity/Misconduct,5,37a3bb6e,Academic Regulations and Policies Handbook 2025 26 English Nov25,108.0,If you have a disability and require adjustments to this Regulation and ,13,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 1.6 If you have a disability and require adjust,0
q081,What does fabrication mean in the context of research misconduct?,"Fabrication includes the creation of false data or other aspects of research, in",Academic Integrity/Misconduct,1,a8e49217,Academic Integrity Policy,5.0,In addition to relevant examples of academic misconduct listed above ,36,"Academic Integrity Policy Section 3.2 In addition to relevant examples of academic misconduct listed above  (plagiarism,",1
q081,What does fabrication mean in the context of research misconduct?,"Fabrication includes the creation of false data or other aspects of research, in",Academic Integrity/Misconduct,2,f36d37b3,Academic Integrity Policy,6.0,,13,- Mismanagement or inadequate preservation of data and/or primary  materials - non-compliance with University and/or fun,1
q081,What does fabrication mean in the context of research misconduct?,"Fabrication includes the creation of false data or other aspects of research, in",Academic Integrity/Misconduct,3,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,9,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,0
q081,What does fabrication mean in the context of research misconduct?,"Fabrication includes the creation of false data or other aspects of research, in",Academic Integrity/Misconduct,4,fa8746bf,Academic Integrity Policy,4.0,The University has fundamental core values that we expect students to ,8,Academic Integrity Policy Section 1.1 The University has fundamental core values that we expect students to  Introductio,0
q081,What does fabrication mean in the context of research misconduct?,"Fabrication includes the creation of false data or other aspects of research, in",Academic Integrity/Misconduct,5,36808c2b,Academic Integrity Policy,5.0,Any attempt to gain an unfair advantage in an assessment. ,8,Academic Integrity Policy Section .6 Any attempt to gain an unfair advantage in an assessment.    .7 Dishonesty: when in,0
q082,What does falsification mean in the context of research misconduct?,"Falsification includes the inappropriate manipulation and/or selection of data, ",Academic Integrity/Misconduct,1,a8e49217,Academic Integrity Policy,5.0,In addition to relevant examples of academic misconduct listed above ,48,"Academic Integrity Policy Section 3.2 In addition to relevant examples of academic misconduct listed above  (plagiarism,",1
q082,What does falsification mean in the context of research misconduct?,"Falsification includes the inappropriate manipulation and/or selection of data, ",Academic Integrity/Misconduct,2,f36d37b3,Academic Integrity Policy,6.0,,10,- Mismanagement or inadequate preservation of data and/or primary  materials - non-compliance with University and/or fun,1
q082,What does falsification mean in the context of research misconduct?,"Falsification includes the inappropriate manipulation and/or selection of data, ",Academic Integrity/Misconduct,3,bb491ae6,Academic Regulations and Policies Handbook 2025 26 English Nov25,34.0,,7,Taught Programme Regulations      The Regulations for Taught Programmes have been approved by Senate. The  regulations w,0
q082,What does falsification mean in the context of research misconduct?,"Falsification includes the inappropriate manipulation and/or selection of data, ",Academic Integrity/Misconduct,4,b385c394,Academic Regulations and Policies Handbook 2025 26 English Nov25,63.0,,7,Research Programmes  Research Degree Regulations        Institutional Oversight  The Research Degree Regulations have be,0
q082,What does falsification mean in the context of research misconduct?,"Falsification includes the inappropriate manipulation and/or selection of data, ",Academic Integrity/Misconduct,5,6cdf2c67,Academic Regulations and Policies Handbook 2025 26 English Nov25,68.0,"DClinPsy and the DEdPsy students admitted to the part-time, post-qualification ",7,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 5.5 DClinPsy and the DEdPsy students admitted t,0
q083,What referencing format does Cardiff University recommend?,Cardiff University recommends that students use the Harvard referencing format w,Academic Integrity/Misconduct,1,9b8307ad,COMSC School Handbook 25 26,41.0,,26,Cardiff University recommends that students use the Harvard referencing format when writing  coursework for all modules.,1
q083,What referencing format does Cardiff University recommend?,Cardiff University recommends that students use the Harvard referencing format w,Academic Integrity/Misconduct,2,af3824f2,Academic Misconduct Procedure Taught,2.0,Action will be taken when there is a concern about any academic ,10,Academic Misconduct Procedure Taught Section 2.1 Action will be taken when there is a concern about any academic  miscon,1
q083,What referencing format does Cardiff University recommend?,Cardiff University recommends that students use the Harvard referencing format w,Academic Integrity/Misconduct,3,20baf690,COMSC School Handbook 25 26,34.0,Feedback on assessment ,10,COMSC School Handbook 25 26 Section 14.6 Feedback on assessment  doing so. A conversation with your personal tutor or ot,0
q083,What referencing format does Cardiff University recommend?,Cardiff University recommends that students use the Harvard referencing format w,Academic Integrity/Misconduct,4,c53b9048,Academic Regulations and Policies Handbook 2025 26 English Nov25,83.0,,9,".10  confirm whether or not a student shall be awarded the intended  award for the programme;  .11  confirm, where appro",0
q083,What referencing format does Cardiff University recommend?,Cardiff University recommends that students use the Harvard referencing format w,Academic Integrity/Misconduct,5,e461d360,Academic Integrity Policy,4.0,"Plagiarism: the use of someone else's words, ideas, intellectual ",7,"Academic Integrity Policy Section 2.1 Plagiarism: the use of someone else's words, ideas, intellectual  property, or wor",0
q084,What tools does the University use to detect academic misconduct?,The University uses a range of different tools and techniques to identify academ,Academic Integrity/Misconduct,1,ae25d542,COMSC School Handbook 25 26,21.0,Academic integrity ,37,COMSC School Handbook 25 26 Section 9.5 Academic integrity  It is essential that you understand what academic integrity ,1
q084,What tools does the University use to detect academic misconduct?,The University uses a range of different tools and techniques to identify academ,Academic Integrity/Misconduct,2,af3824f2,Academic Misconduct Procedure Taught,2.0,Action will be taken when there is a concern about any academic ,24,Academic Misconduct Procedure Taught Section 2.1 Action will be taken when there is a concern about any academic  miscon,1
q084,What tools does the University use to detect academic misconduct?,The University uses a range of different tools and techniques to identify academ,Academic Integrity/Misconduct,3,62727ca4,Academic Misconduct Procedure Taught,5.0,Stage 2 - University Academic Integrity Panel ,18,Academic Misconduct Procedure Taught Section 3 Stage 2 - University Academic Integrity Panel    3.1 The panel will be ma,0
q084,What tools does the University use to detect academic misconduct?,The University uses a range of different tools and techniques to identify academ,Academic Integrity/Misconduct,4,e594a019,COMSC School Handbook 25 26,9.0,Library services ,18,COMSC School Handbook 25 26 Section 3.7 Library services  and with the range of policies and procedures that underpin th,0
q084,What tools does the University use to detect academic misconduct?,The University uses a range of different tools and techniques to identify academ,Academic Integrity/Misconduct,5,177df05b,Academic Integrity Policy,3.0,,14,The Student Conduct Regulations have been approved by Senate. The regulations  will be kept under regular review to ensu,0
q085,What happens if I help another student commit academic misconduct?,"Students who assist others to commit academic misconduct, whether or not for pay",Academic Integrity/Misconduct,1,e0727c97,Academic Integrity Policy,6.0,Seeking help from others or helping others: you are encouraged to ,62,Academic Integrity Policy Section 4.1 Seeking help from others or helping others: you are encouraged to  discuss and sha,1
q085,What happens if I help another student commit academic misconduct?,"Students who assist others to commit academic misconduct, whether or not for pay",Academic Integrity/Misconduct,2,ae25d542,COMSC School Handbook 25 26,21.0,Academic integrity ,19,COMSC School Handbook 25 26 Section 9.5 Academic integrity  It is essential that you understand what academic integrity ,1
q085,What happens if I help another student commit academic misconduct?,"Students who assist others to commit academic misconduct, whether or not for pay",Academic Integrity/Misconduct,3,af3824f2,Academic Misconduct Procedure Taught,2.0,Action will be taken when there is a concern about any academic ,17,Academic Misconduct Procedure Taught Section 2.1 Action will be taken when there is a concern about any academic  miscon,0
q085,What happens if I help another student commit academic misconduct?,"Students who assist others to commit academic misconduct, whether or not for pay",Academic Integrity/Misconduct,4,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,16,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,0
q085,What happens if I help another student commit academic misconduct?,"Students who assist others to commit academic misconduct, whether or not for pay",Academic Integrity/Misconduct,5,40e0c75d,Extenuating Circumstances Procedure for Taught and Undergraduate Students,14.0,,16,Cardiff University Extenuating Circumstances Procedure v2 09/25   students  Students studying with Cardiff University wh,0
q086,Where can I find guidance on academic integrity at Cardiff University?,"You can find guidance on artificial intelligence, academic integrity, contract c",Academic Integrity/Misconduct,1,ae25d542,COMSC School Handbook 25 26,21.0,Academic integrity ,67,COMSC School Handbook 25 26 Section 9.5 Academic integrity  It is essential that you understand what academic integrity ,1
q086,Where can I find guidance on academic integrity at Cardiff University?,"You can find guidance on artificial intelligence, academic integrity, contract c",Academic Integrity/Misconduct,2,567d9418,COMSC School Handbook 25 26,40.0,Academic Integrity ,30,COMSC School Handbook 25 26 Section 17.2 Academic Integrity  Please refer to the following guidance:    Cardiff Universi,1
q086,Where can I find guidance on academic integrity at Cardiff University?,"You can find guidance on artificial intelligence, academic integrity, contract c",Academic Integrity/Misconduct,3,ac78dd97,Academic Integrity Policy,6.0,How to Maintain Academic Integrity and Avoid Academic Misconduct ,24,Academic Integrity Policy Section 4 How to Maintain Academic Integrity and Avoid Academic Misconduct    4.1 The Universi,0
q086,Where can I find guidance on academic integrity at Cardiff University?,"You can find guidance on artificial intelligence, academic integrity, contract c",Academic Integrity/Misconduct,4,e7f56a1c,Academic Regulations and Policies Handbook 2025 26 English Nov25,34.0,,21,"e. As students move through their learning journey, they are given the opportunity  and support to transition effectivel",0
q086,Where can I find guidance on academic integrity at Cardiff University?,"You can find guidance on artificial intelligence, academic integrity, contract c",Academic Integrity/Misconduct,5,177df05b,Academic Integrity Policy,3.0,,18,The Student Conduct Regulations have been approved by Senate. The regulations  will be kept under regular review to ensu,0
q087,How quickly will the Academic Integrity Panel normally meet after a referral?,The Panel will normally meet within 42 days of the referral being made.,Academic Integrity/Misconduct,1,dcf88489,Academic Misconduct Procedure Taught,4.0,Refer to the University Academic Integrity Panel who will normally meet ,27,Academic Misconduct Procedure Taught Section .5 Refer to the University Academic Integrity Panel who will normally meet ,1
q087,How quickly will the Academic Integrity Panel normally meet after a referral?,The Panel will normally meet within 42 days of the referral being made.,Academic Integrity/Misconduct,2,63baf6e6,Academic Misconduct Procedure Taught,5.0,You must reply within 7 days if you intend to attend. You must send any ,14,Academic Misconduct Procedure Taught Section 3.4 You must reply within 7 days if you intend to attend. You must send any,1
q087,How quickly will the Academic Integrity Panel normally meet after a referral?,The Panel will normally meet within 42 days of the referral being made.,Academic Integrity/Misconduct,3,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,14,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,0
q087,How quickly will the Academic Integrity Panel normally meet after a referral?,The Panel will normally meet within 42 days of the referral being made.,Academic Integrity/Misconduct,4,460bfc79,COMSC School Handbook 25 26,38.0,Making the most of your student experience ,12,COMSC School Handbook 25 26 Section 15 Making the most of your student experience    15.1 Student Voice - Student-Staff ,0
q087,How quickly will the Academic Integrity Panel normally meet after a referral?,The Panel will normally meet within 42 days of the referral being made.,Academic Integrity/Misconduct,5,52e50d72,Academic Misconduct Procedure Taught,6.0,The panel will then withdraw to consider all the evidence and make a ,11,Academic Misconduct Procedure Taught Section 3.10 The panel will then withdraw to consider all the evidence and make a  ,0
q088,Can the Academic Integrity Panel handle cases involving two students at once?,"Yes. If the case involves 2 students, they may be heard at the same time and by ",Academic Integrity/Misconduct,1,7b06c666,Academic Misconduct Procedure Taught,6.0,"If the case involves 2 students, they may be heard at the same time and by ",30,"Academic Misconduct Procedure Taught Section 3.7 If the case involves 2 students, they may be heard at the same time and",1
q088,Can the Academic Integrity Panel handle cases involving two students at once?,"Yes. If the case involves 2 students, they may be heard at the same time and by ",Academic Integrity/Misconduct,2,128103fd,Academic Misconduct Procedure Taught,7.0,The decision of the panel and how to request a review of the decision will be ,15,Academic Misconduct Procedure Taught Section 3.14 The decision of the panel and how to request a review of the decision ,1
q088,Can the Academic Integrity Panel handle cases involving two students at once?,"Yes. If the case involves 2 students, they may be heard at the same time and by ",Academic Integrity/Misconduct,3,11955df7,Extenuating Circumstances Procedure for Taught and Undergraduate Students,10.0,,14,Cardiff University Extenuating Circumstances Procedure v2 09/25  The Extenuating Circumstances Group will meet regularly,0
q088,Can the Academic Integrity Panel handle cases involving two students at once?,"Yes. If the case involves 2 students, they may be heard at the same time and by ",Academic Integrity/Misconduct,4,63baf6e6,Academic Misconduct Procedure Taught,5.0,You must reply within 7 days if you intend to attend. You must send any ,11,Academic Misconduct Procedure Taught Section 3.4 You must reply within 7 days if you intend to attend. You must send any,0
q088,Can the Academic Integrity Panel handle cases involving two students at once?,"Yes. If the case involves 2 students, they may be heard at the same time and by ",Academic Integrity/Misconduct,5,62727ca4,Academic Misconduct Procedure Taught,5.0,Stage 2 - University Academic Integrity Panel ,10,Academic Misconduct Procedure Taught Section 3 Stage 2 - University Academic Integrity Panel    3.1 The panel will be ma,0
q089,What happens if academic misconduct is discovered after a degree has been awarded?,The relevant Head of School will conduct an investigation and submit a report an,Academic Integrity/Misconduct,1,62641412,Academic Misconduct Procedure Taught,8.0,Request for Review ,26,Academic Misconduct Procedure Taught Section 5 Request for Review  will conduct an investigation and submit a report and,1
q089,What happens if academic misconduct is discovered after a degree has been awarded?,The relevant Head of School will conduct an investigation and submit a report an,Academic Integrity/Misconduct,2,167f2b32,Academic Regulations and Policies Handbook 2025 26 English Nov25,98.0,An Examining Board may recommend to the Awards and Progress ,23,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 8.1 An Examining Board may recommend to the Awa,1
q089,What happens if academic misconduct is discovered after a degree has been awarded?,The relevant Head of School will conduct an investigation and submit a report an,Academic Integrity/Misconduct,3,ff07300d,Academic Regulations and Policies Handbook 2025 26 English Nov25,98.0,"Where the examiners have recommended that an aegrotat award be made, ",19,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 7.12 Where the examiners have recommended that ,0
q089,What happens if academic misconduct is discovered after a degree has been awarded?,The relevant Head of School will conduct an investigation and submit a report an,Academic Integrity/Misconduct,4,128103fd,Academic Misconduct Procedure Taught,7.0,The decision of the panel and how to request a review of the decision will be ,14,Academic Misconduct Procedure Taught Section 3.14 The decision of the panel and how to request a review of the decision ,0
q089,What happens if academic misconduct is discovered after a degree has been awarded?,The relevant Head of School will conduct an investigation and submit a report an,Academic Integrity/Misconduct,5,03fb8978,Academic Regulations and Policies Handbook 2025 26 English Nov25,14.0,Boards of Studies will report to the School Education and Student ,13,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 4.3.2 Boards of Studies will report to the Scho,0
q090,Are honest errors in research interpretation considered misconduct?,No. Honest errors and differences in interpretations do not constitute research ,Academic Integrity/Misconduct,1,e49f2dab,Academic Integrity Policy,6.0,Any misconduct during research activity that is not dealt with by the relevant ,34,Academic Integrity Policy Section 3.3 Any misconduct during research activity that is not dealt with by the relevant  Ac,1
